facilityid,name,address,city,county,state,zip,capacity,type,securelvl,status,ice_facility,flood_risk_rating,flood_risk,confidence,distance,depth_cm_100_year_flood,heat_risk_rating,heat_risk,hist_90,hist_105,late45_90,late45_105,late85_90,late85_105,paris_90,paris_105,wildfire_risk_rating,wildfire_risk,mean_percentile
10003464,"UTAH STATE PRISON, DRAPER - NORTH COMPLEX",WEST 13800 SOUTH,DRAPER,SALT LAKE,UT,84020,2000,STATE,MAXIMUM,OPEN,N,3,Moderate,high,0,0,1,Low,7.85156,0,37.5469,0.429688,63.2344,4.07031,31.8984,0.125,1,minimal,65
10003465,"UTAH STATE PRISON, DRAPER - SOUTH COMPLEX",14425 BITTERBRUSH LANE,DRAPER,SALT LAKE,UT,84020,2450,STATE,MAXIMUM,OPEN,N,3,Not Available,low,0.5584078226928253,0,1,Low,7.85156,0,37.5469,0.429688,63.2344,4.07031,31.8984,0.125,4,major,86
10003379,WAYNE COUNTY JAIL,201 W NORTH ST,WOOSTER,WAYNE,OH,44691,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.02039965988594632,0,1,Low,10.9479,0,49.7396,5.82292,83.6354,24.5104,42.3229,3.27083,1,minimal,13
10003361,WOOD COUNTY JUSTICE CENTER,1960 E GYPSY LANE RD,BOWLING GREEN,WOOD,OH,43402,224,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,2,Moderate,17.0594,0.039604,59.1188,9.82178,89.4554,30.8713,51.604,6.0099,1,minimal,25
10002617,CENTRAL UTAH CORRECTIONAL FACILITY,255 E 300 N ST,GUNNISON,SANPETE,UT,84634,1600,STATE,MAXIMUM,OPEN,N,1,Minimal,medium,0.47788335639584284,0,1,Low,1.26877,0,14.5731,0,35.5613,0.683794,10.8933,0,5,severe,93
10003453,MILL CREEK YOUTH CENTER,790 W 12TH ST,OGDEN,WEBER,UT,84404,58,STATE,JUVENILE,OPEN,N,1,Minimal,high,0,0,1,Low,4.76636,0,26.1215,0.205607,49.0841,2.64486,21.5421,0,1,minimal,68
10000985,ATHENS COUNTY JAIL,13 W WASHINGTON ST,ATHENS,ATHENS,OH,45701,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.021419245858463554,0,2,Moderate,20.5732,0.0121951,68.5732,9.7439,101.915,35.2195,61.2317,6.26829,1,minimal,14
10001701,WASATCH YOUTH CENTER,3534 S 700 W,SALT LAKE CITY,SALT LAKE,UT,84119,46,STATE,JUVENILE,OPEN,N,1,Minimal,high,0,0,1,Low,7.85156,0,37.5469,0.429688,63.2344,4.07031,31.8984,0.125,1,minimal,41
10004063,JEFFERSON COUNTY JAIL,510 1ST ST,HILLSBORO,JEFFERSON,MO,63050,280,COUNTY,NOT AVAILABLE,OPEN,N,6,Major,high,0,35,3,Major,47.8911,3.30693,93.8218,30.5644,119.743,63.1386,88.3564,25.1188,1,minimal,70
10006810,JOHNSON COUNTY JUVENILE DETENTION CENTER,101 WEST MARKET,WARRENSBURG,JOHNSON,MO,64093,10,COUNTY,JUVENILE,OPEN,N,1,Minimal,high,0,0,3,Major,47.3438,4.79688,92.7969,31.2734,117.938,64.1641,87.3516,25.2734,1,minimal,19
10003447,CACHE VALLEY YOUTH CENTER,2051 N 600 W,LOGAN,CACHE,UT,84321,16,STATE,JUVENILE,OPEN,N,1,Minimal,high,0,0,1,Low,2.02645,0,16.2698,0.137566,37.1058,1.68254,12.5714,0,3,moderate,84
10003461,SALT LAKE VALLEY DETENTION CENTER / GENESIS YOUTH CENTER,3450 S 900 W,SALT LAKE CITY,SALT LAKE,UT,84119,112,STATE,JUVENILE,OPEN,N,1,Minimal,high,0,0,1,Low,7.85156,0,37.5469,0.429688,63.2344,4.07031,31.8984,0.125,1,minimal,67
10001699,WEBER VALLEY YOUTH DETENTION CENTER,5470 S 2700 W,ROY,WEBER,UT,84067,24,STATE,JUVENILE,OPEN,N,1,Minimal,high,0,0,1,Low,4.76636,0,26.1215,0.205607,49.0841,2.64486,21.5421,0,1,minimal,19
10002934,ZAPATA REGIONAL JAIL,2200 KENNEDY ST,ZAPATA,ZAPATA,TX,78076,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,5,Extreme,150.264,20.35,181.564,89.7357,195.886,131.879,178.171,81.3071,3,moderate,81
10005890,LAWRENCE COUNTY JAIL,240 NORTH MAIN STREET,MOUNT VERNON,LAWRENCE,MO,65712,52,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,3,Major,45.878,2.7439,91.9024,26.939,119.39,62.7561,86.2439,20.5122,1,minimal,72
10005905,MCDONALD COUNTY JAIL,300 EAST 7TH STREET,PINEVILLE,MCDONALD,MO,64856,32,COUNTY,NOT AVAILABLE,OPEN,N,9,Extreme,high,0,77,4,Severe,52.6111,2.87778,99.6333,30.3889,127.222,68.4,93.8222,23.3222,5,severe,92
10001672,ALLEN COUNTY JAIL,333 N MAIN ST,LIMA,ALLEN,OH,45801,210,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,2,Moderate,17.8689,0.163934,61.4918,11.1311,91.9836,32.7705,54.3607,7.06557,1,minimal,6
10005432,COSHOCTON COUNTY JAIL,328 CHESTNUT STREET,COSHOCTON,COSHOCTON,OH,43812,57,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,2,Moderate,13.5517,0,55.8506,7.03448,90.0115,27.7701,48.6667,4.09195,1,minimal,14
10005844,MACON COUNTY JAIL,101 E WASHINGTON STREET,MACON,MACON,MO,63552,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,3,Major,40.3279,3.72951,86.2951,26.4918,112.033,57.7213,80.4426,20.5492,1,minimal,26
10005845,MARION COUNTY JAIL,1703 MARION CITY ROAD,PALMYRA,MARION,MO,63461,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium,0.1506843178592242,0,3,Major,40.1667,3.69697,86.6818,27.8182,112.152,58.0909,81.1515,21.9697,1,minimal,42
10005873,MILLER COUNTY JAIL,1999 STATE HIGHWAY 52,TUSCUMBIA,MILLER,MO,65082,112,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,3,Major,46.7363,3.12088,92.7363,30.1758,119.253,63.3407,87.6154,24.5055,4,major,88
10005855,MONTGOMERY COUNTY JAIL,211 EAST THIRD STREET,MONTGOMERY CITY,MONTGOMERY,MO,63361,-999,COUNTY,NOT AVAILABLE,OPEN,Y,1,Minimal,high,0,0,3,Major,46.1807,3.75904,92.3373,30.9398,117.614,62.4458,86.9639,25.3855,1,minimal,17
10005464,CIMARRON COUNTY JAIL / COURTHOUSE,1 COURTHOUSE SQUARE,BOISE CITY,CIMARRON,OK,73933,-999,COUNTY,NOT AVAILABLE,OPEN,N,7,Severe,high,0,42,3,Major,31.3518,0,77.2569,0.695652,109.846,16.7787,71.2451,0.0118577,2,low,78
10005582,LAWRENCE COUNTY JAIL,1565 FE SELLERS HIGHWAY,MONTICELLO,LAWRENCE,MS,39654,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,5,Extreme,101.758,6.83333,143.621,50.6667,166.848,98.0303,137.364,40.1515,2,low,80
10005900,NEW MADRID COUNTY JAIL,2 COURTHOUSE SQUARE,NEW MADRID,NEW MADRID,MO,63869,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,64.8636,4.94545,108.6,40.6545,132.436,74.7545,103.482,34.2909,1,minimal,16
10004144,HERTFORD COUNTY DETENTION CENTER,701 N TAYLOR ST,WINTON,HERTFORD,NC,27986,92,COUNTY,MEDIUM,OPEN,N,1,Minimal,high,0,0,4,Severe,53.7069,4.15517,102.034,26.9483,129.138,62.069,95.4655,21.1552,1,minimal,58
10005893,NEWTON COUNTY JAIL,208 WEST COLER STREET,NEOSHO,NEWTON,MO,64850,80,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,52.3814,3.10309,98.7423,30.7835,125.412,68.2062,93.1237,23.8247,3,moderate,81
10005869,OSAGE COUNTY JAIL,106 EAST MAIN STREET,LINN,OSAGE,MO,65051,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,3,Major,44.0481,2.67308,90.1827,28.1346,116.913,60.4231,84.9808,22.5865,2,low,76
10005393,PETTIS COUNTY JAIL,333 SOUTH LAMINE,SEDALIA,PETTIS,MO,65301,208,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.01672866193570098,0,3,Major,44.4404,3.92661,90.6422,28.7064,116.679,61.6789,85.3119,22.7339,1,minimal,6
10003288,LYNCHBURG REGIONAL JUVENILE DETENTION CENTER,1400 FLORIDA AVE,LYNCHBURG,LYNCHBURG,VA,24501,48,COUNTY,JUVENILE,OPEN,N,1,Minimal,high,0,0,3,Major,35.625,1,82.75,14.875,113.625,45,76.75,10.125,1,minimal,55
10004397,RUNNELS COUNTY JAIL,200 SOUTH HICKORY HILL DRIVE,BALLINGER,RUNNELS,TX,76821,87,COUNTY,NOT AVAILABLE,OPEN,N,7,Severe,high,0,29,4,Severe,88.6987,0.128205,133.897,26.0128,162.115,77.0641,128.974,18.6538,4,major,86
10005475,CUSTER COUNTY JAIL,300 N 7TH AVENUE,ARAPAHO,CUSTER,OK,73620,141,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,71.7431,1.73611,110,29.9792,135.743,69.4028,105.215,22.9236,3,moderate,82
10004302,IOWA COUNTY JAIL,960 FRANKLYN AVENUE,MARENGO,IOWA,IA,52301,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,2,Moderate,24.9773,2.20455,68.9091,18.7045,96.1364,42.9091,62.3182,13.4205,1,minimal,36
10004299,AUDUBON COUNTY JAIL,318 LEROY STREET,AUDUBON,AUDUBON,IA,50025,12,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,2,Moderate,23.5833,2,66.9861,14.3333,94.5694,40.4583,60.6667,10.3889,1,minimal,6
10006040,KIOWA COUNTY JAIL,301 S JEFFERSON,HOBART,KIOWA,OK,73651,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.04996671033549203,0,4,Severe,81.1644,3.34247,117.74,37.2671,142.993,78.1164,112.932,29.6027,1,minimal,14
10006021,LOGAN COUNTY JAIL,216 S BROAD ST,GUTHRIE,LOGAN,OK,73044,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,77.5,6.85455,116,44.3,140.509,82.0727,110.827,37.0273,1,minimal,57
10006041,LATIMER COUNTY JAIL,109 N CENTRAL AVE,WILBURTON,LATIMER,OK,74578,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.023096441647914936,0,4,Severe,79.9906,10.7547,120.953,52.1792,146.462,89.1887,114.962,44.9811,6,extreme,96
10005846,RANDOLPH COUNTY JAIL,372 STATE HIGHWAY JJ,HUNTSVILLE,RANDOLPH,MO,65259,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,3,Major,41.5488,3.80488,88.3293,27.3049,114.341,59.3293,82.4146,21.122,1,minimal,68
10003222,ANNA M KROSS CENTER,18-18 HAZEN ST,EAST ELMHURST,BRONX,NY,11370,2400,LOCAL,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,2,Moderate,17.8333,0,52.6667,7.66667,83.5,26.3333,46.1667,5.16667,1,minimal,6
10006273,TAMA COUNTY JAIL,100 N. MAIN ST,TOLEDO,TAMA,IA,52342,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,2,Moderate,21.2818,1.84545,63.7182,16.2818,91.3364,39.2091,57.1455,11.1455,1,minimal,41
10004957,WASHINGTON COUNTY JAIL,2185 LEXINGTON BOULEVARD,WASHINGTON,WASHINGTON,IA,52353,15,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,3,Major,30.6837,3.40816,75.9388,22.9592,102.49,49.0612,69.5306,17.5204,1,minimal,50
10001080,NORTH CENTRAL CORRECTIONAL FACILITY,313 LANEDALE,ROCKWELL CITY,CALHOUN,IA,50579,245,STATE,MINIMUM,OPEN,N,1,Minimal,high,0,0,2,Moderate,19.932,1.09709,62.1748,12.7476,90.1845,36.5728,55.4175,8.81553,1,minimal,25
10001082,ANAMOSA STATE PENITENTIARY,406 N HIGH ST,ANAMOSA,JONES,IA,52205,911,STATE,MAXIMUM,OPEN,N,1,Minimal,high,0,0,2,Moderate,19.9583,1.90625,61.4896,15.4271,89.5729,37.4688,54.6979,10.5417,1,minimal,47
10001091,IOWA MEDICAL & CLASSIFICATION CENTER,2700 CORAL RIDGE AVE,CORALVILLE,JOHNSON,IA,52241,585,STATE,MEDIUM,OPEN,N,1,Minimal,high,0,0,3,Major,26.7857,2.53061,71.0408,19.9592,98.2857,44.6939,64.3673,14.6633,1,minimal,57
10003223,JAMES A THOMAS CENTER,14-14 HAZEN ST,EAST ELMHURST,BRONX,NY,11370,1194,LOCAL,MAXIMUM,CLOSED,N,1,Minimal,medium,0.14408773859132906,0,2,Moderate,17.8333,0,52.6667,7.66667,83.5,26.3333,46.1667,5.16667,1,minimal,6
10004047,SALINE COUNTY JAIL,1915 W ARROW ST,MARSHALL,SALINE,MO,65340,64,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,3,Major,44.3529,4.52941,90.6723,29.2185,115.924,61.6387,85.1176,23.1176,1,minimal,39
10001090,NEWTON CORRECTIONAL FACILITY,307 SOUTH 60TH AVENUE WEST,NEWTON,JASPER,IA,50208,1014,STATE,MEDIUM,OPEN,N,1,Minimal,high,0,0,2,Moderate,24.906,2.00855,67.9573,17.8462,95.4615,42.6325,61.5299,12.6325,1,minimal,55
10006029,MCINTOSH COUNTY JAIL,1425 INDUTRIAL DRIVE,EUFAULA,MCINTOSH,OK,74432,152,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,81.6727,11.4455,122,54.0727,146.445,90.8273,116.055,46.5727,5,severe,91
10006016,MAYES COUNTY JAIL,34 N ADAIR ST,PRYOR,MAYES,OK,74361,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,74.2404,9.08654,115.558,49.8558,140,85.9615,109.942,42.4712,1,minimal,60
10006252,KENNEBEC COUNTY JAIL,115 STATE ST,AUGUSTA,KENNEBEC,ME,04330,150,COUNTY,NOT AVAILABLE,OPEN,N,6,Major,high,0,120,1,Low,3.65625,0,24.8563,1.175,52.7625,11.0188,19.3125,0.09375,1,minimal,6
10002926,SAN PATRICIO COUNTY JUVENILE DETENTION CENTER,107 W 5TH ST,SINTON,SAN PATRICIO,TX,78387,20,COUNTY,JUVENILE,OPEN,N,6,Major,medium,0.16439354550523474,17,5,Extreme,129.01,6.81818,168.465,67.7172,187.909,122.394,163.818,55.202,1,minimal,49
10006049,MURRAY COUNTY JAIL,700 W 10TH ST,SULPHUR,MURRAY,OK,73086,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,78.8333,6.73333,120.083,42.4333,147,83.9,114.65,34.4,1,minimal,69
10005857,WARREN COUNTY JAIL,104 WEST MAIN STREET,WARRENTON,WARREN,MO,63383,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,3,Major,45.9104,3.34328,91.8806,30.6866,117.612,62.3134,86.5224,25.209,1,minimal,45
10002180,POLK COUNTY JUVENILE BOOT CAMP,2325 BOB PHILLIPS RD,BARTOW,POLK,FL,33830,110,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.08789777919627768,0,5,Extreme,138.761,3.01071,177.271,58.1357,193.771,119.646,172.775,43.2536,6,extreme,98
10005939,EAST CLEVELAND CITY JAIL,14340 EUCLID AVE,EAST CLEVELAND,CUYAHOGA,OH,44112,-999,LOCAL,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,1,Low,7.4507,0,42.7042,3.64789,77.0423,19.338,34.9014,1.40845,1,minimal,6
10006927,NEWPORT NEWS CITY JAIL ANNEX,228 25TH STREET,NEWPORT NEWS,NEWPORT NEWS,VA,23607,110,LOCAL,MEDIUM,OPEN,N,5,Major,high,0,13,3,Major,44.9167,3,90.8333,23,119.25,55.6667,84.3333,17.75,1,minimal,6
10001266,SCURRY COUNTY JAIL,1300 26TH ST,SNYDER,SCURRY,TX,79549,161,COUNTY,NOT AVAILABLE,OPEN,N,6,Major,high,0,26,4,Severe,76.0303,0.00757576,119.758,16.8333,150.242,62.75,114.924,10.6364,2,low,76
10003577,OKLAHOMA COUNTY DETENTION CENTER,201 N SHARTEL AVE,OKLAHOMA CITY,OKLAHOMA,OK,73102,2890,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,74.1635,4.96154,114.087,39.2981,140.192,79.5962,108.76,31.8654,1,minimal,6
10004401,SHELBY COUNTY JAIL,100 HURST STREET,CENTER,SHELBY,TX,75935,66,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,5,Extreme,105.932,11.7034,146.161,66.8644,167.203,106.407,140.788,58.1441,1,minimal,50
10002875,AUSTIN COUNTY JAIL,417 N CHESLEY ST,BELLVILLE,AUSTIN,TX,77418,90,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,5,Extreme,121.944,13.8556,161.778,72.8556,181.767,119.5,157.289,63.2778,1,minimal,60
10006133,BENTON COUNTY JAIL,368 RIPLEY AVENUE,ASHLAND,BENTON,MS,38603,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,74.3636,5.36364,119.836,45.1455,142.982,82.9636,114.127,38,1,minimal,74
10005942,WESTLAKE CITY JAIL,27300 HILLIARD BLVD,WESTLAKE,CUYAHOGA,OH,44145,13,LOCAL,NOT AVAILABLE,OPEN,N,6,Major,medium-high,0.08161494912252942,0,1,Low,7.4507,0,42.7042,3.64789,77.0423,19.338,34.9014,1.40845,1,minimal,29
10004355,SHERMAN COUNTY JAIL,701 NORTH 3RD STREET,STRATFORD,SHERMAN,TX,79084,13,COUNTY,NOT AVAILABLE,OPEN,N,1,Not Available,low,0.9580370526782649,0,3,Major,40.1942,0,85.6043,2.36691,116.432,25.6691,80.0072,0.94964,1,minimal,74
10006839,OKLAHOMA COUNTY JUVENILE DETENTION FACILITY,5905 N CLASSEN COURT,OKLAHOMA CITY,OKLAHOMA,OK,73118,80,COUNTY,JUVENILE,OPEN,N,1,Minimal,high,0,0,4,Severe,74.1635,4.96154,114.087,39.2981,140.192,79.5962,108.76,31.8654,1,minimal,16
10006025,OKMULGEE COUNTY JAIL,315 W 8TH ST,OKMULGEE,OKMULGEE,OK,74447,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,80.0194,10.8447,119.922,52.5146,144.34,89.1359,114.252,44.7282,1,minimal,69
10003563,KENT COUNTY JAIL,222 QUAKER LANE,WARWICK,KENT,RI,02886,-999,COUNTY,NOT AVAILABLE,NOT AVAILABLE,N,1,Minimal,high,0,0,1,Low,9.87097,0,36.3871,4.22581,66.3226,18.0645,30.3548,2.6129,1,minimal,20
10005943,NORTH OLMSTED CITY JAIL,27243 LORAIN RD,NORTH OLMSTED,CUYAHOGA,OH,44070,-999,LOCAL,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,1,Low,7.4507,0,42.7042,3.64789,77.0423,19.338,34.9014,1.40845,1,minimal,17
10003564,WASHINGTON COUNTY JAIL,4800 TOWER HILL RD,WAKEFIELD,WASHINGTON,RI,02879,-999,COUNTY,NOT AVAILABLE,NOT AVAILABLE,N,1,Minimal,high,0,0,1,Low,8.22807,0,33.9825,3.33333,64.8246,16.4211,27.9298,1.91228,1,minimal,36
10004093,EVANGELINE PARISH JAIL,200 COURT ST,VILLE PLATTE,EVANGELINE,LA,70586,72,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,5,Extreme,118.747,12.6703,157.319,69.5934,177.231,116.022,152.066,59.5494,1,minimal,12
10005507,NASH COUNTY DETENTION FACILITY,222 WEST WASHINGTON STREET,NASHVILLE,NASH,NC,27856,296,COUNTY,NOT AVAILABLE,OPEN,N,6,Major,high,0,40,4,Severe,57.037,4.22222,105.16,27.5062,131.407,63.4815,99.2222,21.4444,1,minimal,41
10004630,VENICE POLICE DEPARTMENT,1350 RIDGEWOOD AVENUE,VENICE,SARASOTA,FL,34292,-999,LOCAL,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,5,Extreme,151.618,5.32895,185.526,77.4605,199.079,134.671,180.961,60.0921,1,minimal,71
10002766,SMITH COUNTY JAIL - LOW RISK DIVISION,2811 PUBLIC RD,TYLER,SMITH,TX,75702,432,COUNTY,MEDIUM,OPEN,N,1,Minimal,high,0,0,4,Severe,99.1504,7.95489,142.737,60.1053,164.662,102.158,137.383,51.2406,1,minimal,67
10006872,SMITH COUNTY COURTHOUSE JAIL,100 N BROADWAY,TYLER,SMITH,TX,75701,47,COUNTY,NOT AVAILABLE,CLOSED,N,1,Minimal,high,0,0,4,Severe,99.1504,7.95489,142.737,60.1053,164.662,102.158,137.383,51.2406,1,minimal,6
10001267,STEPHENS COUNTY LAW ENFORCEMENT CENTER,210 EAST DYER,BRECKENRIDGE,STEPHENS,TX,76424,54,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,94.1288,3.7803,134.848,44.1515,160.644,90.6212,129.705,36.0379,3,moderate,81
10005946,SOLON CITY DETENTION CENTER,33000 SOLON RD,SOLON,CUYAHOGA,OH,44139,26,LOCAL,MAXIMUM,OPEN,N,5,Major,medium-high,0.00033532644274964526,0,1,Low,7.4507,0,42.7042,3.64789,77.0423,19.338,34.9014,1.40845,1,minimal,15
10006236,APPLING COUNTY JAIL,560 BARNES STREET,BAXLEY,APPLING,GA,31513,84,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,95.6164,5.86301,142.384,40.3014,166.863,88.274,136.11,32,1,minimal,73
10005593,PIKE COUNTY JUVENILE DETENTION CENTER,100 5TH AVENUE,MCCOMB,PIKE,MS,39648,22,COUNTY,JUVENILE,CLOSED,N,1,Minimal,high,0,0,4,Severe,100.071,5.55357,144.179,47.5357,167.804,97.0357,137.786,36.8036,1,minimal,40
10000506,KINGSLEY CENTER,5867 SE STATE HWY 31,ARCADIA,DESOTO,FL,34266,-999,NOT AVAILABLE,JUVENILE,CLOSED,N,1,Minimal,high,0,0,5,Extreme,145.262,3.36905,182.179,61.9286,197.202,125.107,177.643,45.0476,5,severe,95
10000167,TARRANT COUNTY JAIL - GREENBAY,2500 URBAN DR,FORT WORTH,TARRANT,TX,76106,1100,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,97.3802,7.47107,138.256,54.7521,161.24,98.1983,132.752,45.5207,1,minimal,17
10006841,WOODWARD COUNTY JAIL,1600 MAIN STREET,WOODWARD,WOODWARD,OK,73801,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,65.4444,1.55026,103.54,26.3228,129.249,62.6984,98.6825,20.1746,1,minimal,21
10001998,CLACKAMAS COUNTY JAIL,2206 KAEN RD,OREGON CITY,CLACKAMAS,OR,97045,434,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,1,Low,1.27469,0,11.2901,0.296296,29.2593,2.84877,7.97839,0.0493827,1,minimal,16
10004422,TERRELL COUNTY JAIL,105 EAST HACKBERRY STREET,SANDERSON,TERRELL,TX,79848,8,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.02772152800982528,0,4,Severe,86.1208,0.0392749,133.338,15.4955,164.743,63.3172,128.547,9.38671,4,major,89
10002952,COLUMBIA COUNTY JAIL,901 PORT AVE,ST. HELENS,COLUMBIA,OR,97051,255,COUNTY,NOT AVAILABLE,OPEN,N,4,Moderate,high,0,0,1,Low,1.32787,0,11.9344,0.196721,32.4836,3.09016,8.58197,0.0819672,1,minimal,26
10005138,CURRY COUNTY JAIL,29808 COLVIN STREET,GOLD BEACH,CURRY,OR,97444,50,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,1,Low,1.77407,0,11.8,0.0740741,30.2556,1.52963,8.19259,0.0259259,1,minimal,52
10002842,TRAVIS COUNTY CORRECTIONAL COMPLEX,3614 BILL PRICE RD,DEL VALLE,TRAVIS,TX,78617,2806,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,5,Extreme,107.966,4.7483,150.102,51.898,173.177,102.109,145.109,42.2721,1,minimal,63
10003275,HENRICO COUNTY JUVENILE DETENTION HOME,4201 E PARHAM RD,HENRICO,HENRICO,VA,23228,20,COUNTY,JUVENILE,OPEN,N,1,Minimal,high,0,0,3,Major,45.4444,1.72222,91.1944,20.9167,119.528,52.9444,84.9444,15.4444,1,minimal,34
10004247,RANKIN COUNTY JAIL,221 N TIMBER ST,BRANDON,RANKIN,MS,39042,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.042130008658298274,0,4,Severe,94.5214,5.41026,138.573,45.6923,162.479,92,132.068,35.9402,1,minimal,62
10006916,PARMA DETENTION CENTER,5555 POWERS BLVD,PARMA,CUYAHOGA,OH,44129,-999,LOCAL,NOT AVAILABLE,OPEN,N,6,Major,high,0,101,1,Low,7.4507,0,42.7042,3.64789,77.0423,19.338,34.9014,1.40845,1,minimal,6
10002848,WASHINGTON COUNTY JAIL,1206 OLD INDEPENDENCE RD,BRENHAM,WASHINGTON,TX,77833,176,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,5,Extreme,116.567,12.3,157.133,68.5889,178.056,114.289,152.411,59.3889,1,minimal,64
10006842,DENNIS MALONEY COMMUNITY JUSTICE CENTER,63360 NW BRITTA STREET,BEND,DESCHUTES,OR,97701,-999,COUNTY,JUVENILE,OPEN,N,1,Minimal,medium,0.13494917852991306,0,1,Low,1.77559,0,15.874,0,35.3248,1.1063,11.5197,0,3,moderate,83
10006874,WEBB COUNTY YOUTH VILLAGE,111 CAMINO NUEVO ROAD,LAREDO,WEBB,TX,78043,72,COUNTY,JUVENILE,OPEN,N,1,Minimal,medium-high,0.02184000207337605,0,5,Extreme,141.846,15.4219,176.382,81.0042,192.437,124.274,172.53,72.6139,3,moderate,85
10006918,MIDWEST CITY JAIL,100 N MIDWEST BLVD,MIDWEST CITY,OKLAHOMA,OK,73110,70,LOCAL,NOT AVAILABLE,OPEN,N,1,Minimal,medium,0.15365441821892356,0,4,Severe,74.1635,4.96154,114.087,39.2981,140.192,79.5962,108.76,31.8654,1,minimal,40
10006449,JACKSON COUNTY JUVENILE COMMUNITY JUSTICE CENTER,609 W 10TH STREET,MEDFORD,JACKSON,OR,97501,40,COUNTY,JUVENILE,OPEN,N,1,Minimal,high,0,0,1,Low,6.23568,0,26.4956,0.770925,49.3568,5.0793,20.674,0.385463,1,minimal,6
10000181,MITCHELL COUNTY JAIL,329 PINE ST,COLORADO CITY,MITCHELL,TX,79512,99,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,80.3333,0,124.683,18.4083,155.125,65.6167,119.708,11.975,5,severe,95
10004370,PARMER COUNTY JAIL,300 4TH STREET,FARWELL,PARMER,TX,79325,49,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,3,Major,26.2348,0,79.2121,0.992424,116.22,15.5606,72.4394,0,1,minimal,70
